20
Node1,Node2,Weight
10,9,88.13449333158191
6,8,98.37682662862413
20,1,66.22229790976657
6,2,14.88129462082464
4,3,28.159650521307032
4,17,10.325746048535756
2,18,6.1981784831063615
20,8,39.24866420237246
4,18,90.68963068835059
9,16,8.535528762903809
15,19,20.452577446210373
6,16,53.57278978713976
8,13,64.59651109851538
1,16,31.628827372320053
2,1,74.83855819141249
20,14,4.913034512405858
19,4,11.809571699517276
11,16,50.484074617024376
14,3,22.116128663130695
14,10,57.089858862908166
19,8,56.62495826939229
16,15,80.07039878231795
15,14,25.43463670199513
20,9,39.25436742731644
19,11,71.08571905214974
6,2,94.26543014108873
2,10,97.80162414855874
20,1,53.83116289291748
14,5,6.545392991341571
20,17,91.58558125262668
4,15,3.054989926697947
19,6,95.6949836479223
19,11,67.99462530357515
16,3,6.1801110699211455
7,1,3.0442941506073913
20,4,15.712461030087484
20,16,77.8494361301877
6,13,82.42072290373164
16,6,7.276344558994959
14,16,48.53481607557051
11,20,14.971323527074535
14,9,67.783013223477
13,4,53.782869405792745
19,4,82.43819596938552
11,10,87.0032185255012
15,12,69.33751815603291
14,11,59.32228459308711
11,16,58.705824356459914
12,3,66.45263152631453
7,2,20.82873121053538
7,4,63.92509774719389
12,11,53.8110775860955
3,12,54.487741774957954
1,13,45.7534241205413
15,9,6.204568634201928
7,5,78.91902976884295
19,4,63.605069483955525
18,16,2.276268743204194
1,9,86.87970601131288
9,15,80.57087370463904
19,5,98.59757023149145
4,8,42.874422152220966
14,20,36.40023815559475
5,3,78.18305076589152
15,10,68.77999715661119
3,1,45.99980346239559
10,14,37.107538068140286
16,6,17.48248543243331
4,2,34.946906865269895
5,18,17.716468760837337
11,20,11.874661157067262
1,13,67.6826840395677
5,18,61.07455674478834
9,17,99.69852124206624
13,16,96.8232580690273
10,20,93.82370292756258
20,16,69.84308976280374
11,17,98.54254791146901
20,11,71.88988128161412
13,16,75.27738292336639
11,17,77.52967389535755
5,17,25.868517600011018
16,3,78.06532893827129
1,8,77.47563791457179
13,18,39.93417890646821
9,8,76.94024184443892
15,7,73.97451463009145
5,4,26.234805392128173
8,20,37.54309769592017
8,13,95.79350687390719
15,5,18.68586762567054
3,19,33.8283088865801
16,15,32.462988784534545
2,16,78.20632590302664
14,18,74.57976948327037
13,16,9.868744266011666
9,4,21.82262580971957
1,19,57.88374579606243
20,16,39.90058702705515
4,8,7.694321338605271
11,2,57.35458489528541
16,5,59.212333463981246
12,8,47.904901994823916
14,20,97.15832823007261
5,3,8.913578083659264
16,10,65.66512052772823
6,9,35.34984881241892
7,1,64.71436912874725
6,12,52.73631103147864
6,18,61.66040368060864
12,10,16.328123047048237
14,18,73.85831304994763
9,16,94.58128528134681
10,20,76.91234458187166
15,14,33.2017924950073
4,9,87.05374288498126
1,18,48.261260551428165
5,14,20.147510837530156
13,9,80.2255708450058
6,14,66.46172811287573
16,19,56.390920603977015
8,16,84.2942879162824
4,2,12.558876671593303
11,17,30.869536151135424
9,13,38.301695701861384
16,11,80.20858058524473
17,7,3.323537717249029
6,20,29.300651314765013
19,14,65.71275276482048
8,10,73.9386653480937
6,20,13.957887669927713
11,20,11.895269278239079
2,20,82.45204181683211
5,7,72.76217824435459
9,11,94.2018695464611
10,5,21.980780465297645
18,11,81.10608202914804
17,3,81.17610636563418
10,15,19.01448826299304
11,17,91.75455217370171
6,7,85.02577149193961
4,15,96.96899686190606
2,13,46.71775316117146
1,15,83.30605400265111
16,11,97.59886078332327
11,17,88.30629856601028
12,17,20.971328601404327
19,7,49.13849237792751
15,10,86.72781599464525
2,20,1.3703131964192832
2,7,40.26873372332785
12,7,85.33349339856983
3,14,6.263280656285489
4,10,26.372216469900664
9,2,32.19564787392144
11,9,43.508875369227596
14,8,68.18839002887466
9,20,66.5130720962797
16,9,5.094505096066618
13,2,90.75282454741443
20,4,27.194542232768907
18,4,1.691127112933979
1,20,94.93440469184166
18,9,72.85664553668343
5,20,76.87326392895297
9,3,54.098380290206
6,4,41.95224008291337
5,8,50.19100374976611
12,11,19.622563387891123
10,14,98.53159268211434
12,2,22.134735445169216
1,19,33.28542591699238
17,7,97.27109430193235
17,12,62.097187125661705
7,20,57.61934447719058
20,18,33.55254611876523
9,6,4.263982504100023
2,10,47.5951046170178
16,17,67.13659492777627
7,16,80.36051020929214
13,12,63.64051770522997
11,19,35.22478863330143
19,13,17.234968235259192
2,12,54.707831979010095
17,8,7.569333706927957
4,9,44.093196683287324
5,4,50.54035686346785
18,16,12.419770114455329
12,2,73.62396990957085
18,15,8.934102019314219
10,9,36.74120118763065
10,14,30.644502464213243
18,16,1.4456397542060895
11,5,98.35616366552127
3,6,85.31318538732181
14,7,6.321238396968386
16,1,40.492412253585584
13,4,66.1031440272604
5,11,83.03049075239507
14,12,51.50579757007121
15,10,63.59452923953152
10,20,42.79430248244566
12,7,71.49341140621381
5,6,75.29040517638484
18,5,10.949650561925134
2,17,27.437653401010213
20,10,10.536741132099523
5,3,61.40883465612557
7,10,70.72336337755465
16,14,5.930600552138539
20,12,78.73644549167746
17,11,53.02349488660519
6,15,3.0467024549370048
16,10,29.055160595480668
4,7,41.21049182637186
6,12,26.640542761838418
18,16,22.255465646030835
10,14,30.43289699654209
6,12,81.15118467488678
8,2,24.732510399126724
16,15,21.661633532942187
15,2,84.90280757686331
8,1,90.08335757532323
10,2,86.85431542986494
14,3,56.59953717579297
17,8,85.03544898462289
17,10,69.60226356461261
15,7,13.667610945455836
14,15,45.20317705546433
10,3,60.97794801217917
19,18,28.020034235995517
19,11,4.086905284538196
17,8,44.787884646076435
4,1,98.09816136312942
6,2,96.29864517555824
9,2,72.12546618252745
11,17,15.526648052724804
7,19,72.76878159616278
1,6,39.747789204487724
20,18,64.01815009070187
15,16,81.57051364092898
11,17,28.962737209023356
10,13,64.67310033059496
2,12,66.11919345600816
13,6,35.192284498882934
13,12,96.94779420068352
8,5,12.075387123375915
6,18,22.243721619637537
10,13,27.54753717665808
11,16,6.5562502281449495
4,5,25.580671701588034
7,11,60.79920013319786
15,16,26.311023497711673
12,14,69.81356567167445
6,10,89.02742413819664
14,11,59.87768652897114
9,19,90.25582352778062
17,6,75.13867542116269
4,8,45.43869316213133
1,9,79.6258645198935
7,17,41.296007300012164
11,12,42.633851000401606
14,15,7.098813028291708
18,10,46.874430588137706
8,15,92.56054237688929
6,8,51.17335743522118
1,16,42.11532126176873
18,10,41.549220167357795
20,18,9.945553310093805
8,20,83.77662437960014
2,1,78.9290711957242
9,8,94.45261192086922
13,4,82.55356888166142
4,14,67.09490483670594
11,14,30.650682829429844
15,14,47.87926829540591
15,12,74.67403591841422
15,17,40.7262351723817
16,11,8.867082367572507
14,15,89.09129995013573
1,4,92.08969212975866
15,7,23.08961008943433
6,16,20.859664239427147
3,12,37.73943997474482
11,6,43.924333413670155
3,6,31.84509192453749
13,7,73.17782256173793
4,17,43.10304127217144
12,18,66.52404482890434
4,19,90.77288124001443
18,13,80.01825745882822
13,7,7.623975713280567
5,15,84.51839509433714
10,14,85.48762968412414
17,13,74.04547907163504
17,5,33.40446936505218
2,15,4.976736948315319
6,12,57.111429334597396
11,16,7.868629010172122
2,10,18.969669862801453
