20
Node1,Node2,Weight
5,2,58.94803735708188
5,14,35.42274901587578
20,6,22.77048615311974
18,11,41.09851614643586
7,17,65.60200160714906
16,15,73.00379940055706
8,17,93.93188098012989
12,17,22.283746752312393
10,17,91.05381605983294
17,9,31.46644488173267
9,4,72.31148707765901
16,18,87.22935861404098
19,20,78.10065370890327
2,4,87.44811115602344
19,1,73.37090634151
20,11,25.56354561395895
5,19,28.232618549693154
4,6,88.13576080720763
3,11,47.43510165535535
12,15,1.7289940140143925
18,11,60.49706575100241
15,2,90.84543482612371
2,20,27.192979271379045
9,1,50.340283723851456
5,7,57.556201480878684
17,1,68.6178143668123
8,1,29.51878678862121
14,3,51.5935075648579
15,16,30.333788240507232
1,20,14.891773539583877
14,18,41.625675911896685
11,20,38.77826956748213
12,4,75.82637462636646
14,2,74.09260613848458
16,7,6.294245649744462
20,8,85.19876725159426
12,16,88.92574389048437
8,13,60.84741067928116
5,9,69.74904464964543
20,1,6.591830563837131
5,2,16.247770915471918
7,17,59.30713552868427
3,20,83.30806333614223
4,2,58.08228965353966
11,12,1.9712343764288252
3,2,83.57683654513806
2,11,83.0538629261522
2,16,40.52345635067204
14,9,61.09072945747883
19,3,79.75775795913647
14,16,75.88707186384364
1,5,76.95529424335713
15,1,16.225905154789746
12,4,49.36338718328507
18,15,71.57082623846782
16,20,84.19335867234976
20,13,52.835176405219975
18,19,64.20137326008071
19,9,27.347456569676865
13,18,66.15081125546781
11,19,28.507763727302383
3,9,61.963048000670796
18,17,45.367285418279685
1,7,81.99631351280952
1,8,97.37842845806384
12,2,94.88176208193225
11,13,66.50093408488507
20,6,61.82186574620708
15,20,86.32491812666912
19,3,62.76040260284319
3,6,33.635650033622575
19,3,15.88579324479543
3,5,71.24563925391077
10,17,50.41745357832629
13,4,6.8064999744954156
20,6,21.13561282190631
5,6,88.05753160029148
19,3,25.701942353639616
1,19,85.18095820654821
2,20,11.963713693128701
13,6,95.63844429797973
14,2,9.225200718022512
17,16,53.5593855761628
16,9,3.4341218191894125
9,2,59.94119719840691
3,5,23.423532274762582
11,15,36.13382515193998
13,3,68.4132712812759
14,16,82.35789402777647
8,18,70.70733739520989
11,13,87.15124128856186
20,7,70.22030217198801
18,19,34.539224578397715
7,10,97.073996270709
14,3,29.47842749487214
18,19,98.21498150053392
7,8,84.93008529555486
