20
Node1,Node2,Weight
18,20,39.677061215874495
11,8,54.915318957382745
9,5,7.908312026340039
2,9,58.45727337311071
16,14,33.34624452579451
4,11,18.995011997949476
20,10,89.78120819017533
19,9,52.24611987192806
18,5,25.63116779046025
19,10,53.75832985601517
20,15,84.32688804254428
12,13,97.30337487907036
20,18,3.6679494559535475
8,5,27.503663595434325
15,4,12.752616797487313
10,14,59.37740590363979
1,5,94.34608771929224
9,10,24.943701498628798
7,1,23.54287524748181
13,18,6.804212583159344
2,16,90.56773742882773
8,2,86.77926530446696
4,20,37.26242476765704
7,3,25.870021449559435
11,10,8.875672330527923
7,14,26.368035027517635
15,16,31.19166731417633
13,10,51.6172288053619
18,19,6.215956587651337
6,15,74.75793395711645
9,11,85.5660104570922
19,9,34.00077356028881
14,3,35.482058970287355
10,13,73.46472278512327
19,2,57.972081887433646
15,10,56.75403587723659
13,20,91.97940656323748
10,19,15.125495332544622
20,5,43.212989278261155
13,11,66.03637006639774
7,5,17.906812655567414
8,9,75.21192098744947
4,8,11.01045236116022
14,4,50.16934286543798
9,1,21.721286106729952
20,1,45.29825657375341
16,2,1.7574176927204914
3,12,91.31535834415939
17,8,65.29527728099589
12,10,88.33720870980046
15,2,86.35622411140022
14,10,87.40372835887024
7,10,8.614740059000564
6,8,4.131004506220842
12,13,77.195087320235
15,12,46.83462329742192
3,1,87.62005947697827
19,13,58.62155641242856
4,2,54.384570508200014
11,4,25.13293664614451
10,20,13.892277967517126
7,14,21.315486485610098
6,2,18.814084106072162
7,2,5.267952510390857
2,1,63.50370710370049
13,12,86.09003154546377
12,19,50.8343035768577
9,2,92.64422052370861
15,14,68.1471903044605
6,5,63.936127314552444
11,12,1.7150871599875424
8,9,84.67492113470384
5,15,34.128116126992296
1,13,82.03887414152923
7,11,77.99670466059189
9,13,43.41931841008391
6,1,87.82488750723738
7,16,55.60891928553571
5,19,65.31663361937508
15,16,33.90768130889082
7,9,83.98282794880623
20,17,39.88617901912324
4,14,67.75591121748516
14,5,40.22498220174475
3,5,37.05766946446603
8,3,33.52233356871856
2,5,11.990105580138435
12,8,99.3722802313984
4,5,44.031854517167595
1,17,50.34350908029002
12,4,64.90050474177076
6,20,48.68268720511118
12,5,51.89722676725575
11,18,48.76667287956503
15,4,88.99627208723435
7,4,2.8596788462386065
20,16,26.764782645979174
4,9,60.47581778187586
6,1,23.262047231171728
16,11,8.19123060094166
15,5,34.963479245452696
17,2,69.04796835849328
20,11,28.759133597980508
8,7,62.57938311343398
16,14,97.5126867285299
15,1,59.057993849580065
9,17,99.69077442694596
10,19,89.21141800967457
7,17,19.287744041727116
2,19,30.374629162330024
12,19,9.981548258644972
6,14,83.57851485913652
4,9,31.10805749006781
15,18,27.600942351778638
9,17,18.547468734379027
4,6,82.0410425488856
16,5,17.394940630794665
9,8,8.538370109113824
7,12,98.62220428147484
7,5,7.630229184256628
19,6,18.033073219042684
7,16,57.442869016480316
4,9,4.03237320510198
12,3,52.640563253775134
5,19,75.74501269301312
13,9,55.07763878209671
1,4,14.354509255151095
9,15,32.69692339964672
3,7,82.91656698151652
19,10,12.690461644425028
7,5,2.892789798364489
19,18,21.005179868451204
3,14,4.772618919369169
8,3,12.172742329032646
3,1,98.3424565995166
9,8,82.25431282762787
6,20,43.862986520430525
13,11,75.20695198545009
19,14,51.37708784695215
12,3,56.3190946535508
10,3,45.124742415553634
3,1,93.84155687111631
5,9,20.31196338681534
6,3,5.365089290227183
9,13,58.544253135637746
12,16,5.776853617476146
19,13,82.23554794985267
15,4,78.20287549390189
4,5,50.556212021565145
10,13,58.878274580335656
9,11,3.8599787309358167
1,6,59.85860988486792
8,4,39.14147526416109
2,16,84.0606190468732
6,16,98.49972285997971
3,8,57.855069770016904
5,1,63.858602578301856
13,7,89.26692167830778
10,1,51.98392625976641
19,10,25.981790252739223
20,14,13.777923719578103
19,3,78.76844245628232
17,4,93.64977564270168
17,7,18.83011078129198
20,4,20.610670700336886
2,1,47.693303007178656
1,16,95.25467783021207
9,15,40.07148428147386
9,20,75.45407849407883
4,11,31.744948969584257
8,17,75.59395499266166
8,19,21.802672302694162
4,8,38.16646126255464
8,5,18.59665066515571
6,2,20.827999974727103
12,11,48.66323591765008
9,7,81.43876992531473
19,15,63.04319534100397
