20
Node1,Node2,Weight
16,9,29.141036329959196
13,17,5.170077358218278
10,17,86.05215393746438
4,15,29.73701644001611
12,13,34.701789793058055
19,4,19.323101769655192
14,3,58.416784333829604
20,2,9.880813623384512
14,10,23.25736991638378
1,14,34.189285452218954
5,2,13.58081321214727
7,13,25.36503141394926
11,14,58.45106407456347
18,4,78.37455516960792
17,8,49.199349549288044
11,1,88.23291118219936
12,16,34.618910290325864
4,1,76.68691050872935
3,12,54.23681492404175
8,2,17.08927818428121
7,18,33.61948987680874
14,20,78.05074026046017
6,1,85.2681865032231
13,11,15.4826447956274
13,10,22.65291949484919
16,17,2.436010217935321
4,16,45.76846956620227
9,7,39.87917589795195
16,13,57.27722066724745
12,14,82.7524965714199
4,7,69.20853829924066
15,5,97.96002347632403
14,19,88.52117545820721
9,2,62.030112158416316
7,18,6.617290141764254
11,8,34.84490986179595
5,8,95.64838511761506
3,15,5.110202531927409
10,8,67.75284006893332
11,13,8.170588462877348
2,13,14.62092790938101
7,18,28.42489234603242
5,19,88.87863528758898
3,6,19.567274813014816
18,14,50.76863332500328
5,4,44.49023189263727
14,5,84.24188055602755
15,14,57.69490806388852
3,20,61.62245431377531
2,17,10.726891988682613
13,17,47.11984941984429
2,4,80.23797767827045
3,19,71.51753532694937
7,5,81.25250090630539
13,17,3.03682415549461
16,17,89.00746691570941
19,2,51.22373117650752
20,9,35.39864051328215
4,8,68.87655234615082
18,20,9.321079400903928
10,2,82.47185928939902
11,12,41.57638460479194
2,20,3.7923096037529236
10,11,56.90494760516335
13,5,1.199819638882806
11,8,35.26759273616638
16,4,3.1542332765349075
3,17,42.67818080006011
3,20,32.25912905707389
14,4,81.93793755761874
10,5,19.19410611551497
6,4,56.095145222081506
11,12,44.16561658188994
7,9,8.747802902135458
10,3,26.320103135430152
7,9,14.201281105729265
8,17,52.49631910381558
8,17,60.325125477687294
6,12,12.447296794967004
8,18,15.200161068524192
11,20,3.613553089237041
11,12,1.8197052746017608
11,1,67.18808340400645
3,16,48.357341434137794
11,18,20.882814570476384
12,13,27.814605876671052
17,18,38.20961920649808
9,4,33.338569617586444
15,4,37.12603479634465
15,12,67.67978550960888
3,14,4.038806982244285
1,19,51.650745039040494
6,4,64.84888432599497
11,13,74.24069077119987
9,19,84.64381147934199
2,13,99.85720985362393
3,19,17.517704025937427
11,19,35.655535766211635
16,17,80.32626283837492
15,14,41.132359154488476
14,17,87.76088705511327
12,5,74.79364523432105
11,18,89.24000245391964
18,9,8.459282416525904
14,4,65.1841847558458
18,13,94.50919439193767
13,9,51.39008374356247
10,4,56.02248869731274
10,1,30.43717466421102
14,10,52.751224184942046
3,18,94.77063319075482
11,10,3.8260321037928238
10,3,40.73919139624038
15,6,3.944274261424032
16,11,89.44916170238172
20,2,37.90035787342578
17,7,85.19875099531518
19,16,9.183717298527693
16,19,91.91693241618387
