20
Node1,Node2,Weight
6,11,40.99329591495408
8,7,25.69002254141694
14,2,2.438873962266075
3,20,88.31735170372235
10,3,85.11721621075614
1,6,10.61483317922605
4,6,67.47377723803577
18,19,15.574738410960723
12,1,31.092906260648054
16,9,18.568954067227303
18,3,30.660099875752735
6,3,27.33294380713305
5,1,4.341020684086891
14,15,86.12168003710698
1,18,93.98917064082192
5,15,84.4787280210495
15,5,1.676951528676094
10,4,29.396494046897576
17,7,32.117115605267
20,3,41.50046227904299
8,11,45.495733235287275
4,7,21.70828408226618
15,14,43.14535307251988
20,3,78.30158089520664
12,11,96.0408537046619
16,4,25.92905027359325
13,8,20.480767483306373
3,8,17.982773132944438
5,2,21.603280924392617
14,11,20.534001135961336
8,7,96.00131527531119
13,3,88.1000300330778
7,10,79.92818814523588
2,14,12.139952679626482
20,15,26.559597265009558
9,18,28.646036323521457
19,1,31.43930839434653
18,5,27.929389949477795
10,9,37.75468838774973
3,16,72.7532316332372
19,3,47.819082075104035
12,3,76.60657645698208
11,19,78.19062994482275
1,18,58.10412317062567
8,9,18.755361408798745
13,3,85.49758096648054
5,16,13.299442612019982
4,9,50.197974315536285
3,12,32.545993268101356
5,6,95.44607360264318
15,2,5.2145989205251855
6,13,38.52756191814091
20,3,74.95277984168494
12,17,17.468657935239854
14,18,10.302599206675563
17,10,12.633990023759024
11,15,95.82598361567372
14,13,99.73289817031113
16,4,60.3642442305749
19,1,18.233268255387262
7,12,3.8050967245468037
5,2,14.701760628661319
17,12,39.55630239717775
14,13,68.83690643252817
7,17,97.44191650295717
11,7,8.002635997497316
16,9,96.26736584199932
10,14,42.14950404399305
3,6,70.58173181936812
17,3,97.7307158181758
19,20,5.540435161631782
14,17,34.88132528874394
13,5,28.078739140185498
11,17,62.98848943533211
20,14,70.77367064616915
11,1,24.000548973645408
1,2,30.47044947288826
19,16,18.860967549773736
17,16,35.61556350449819
4,8,33.714104119560545
4,11,33.44551444833185
9,14,8.715544342146693
16,13,30.375381042673858
9,8,75.01785701109377
17,4,24.774394612324194
5,19,96.9912359911035
1,5,59.30664001791293
4,1,84.13519447940305
4,5,14.25113151223313
10,2,78.42213799579551
19,5,45.33132515437203
20,13,79.4534743557664
5,9,48.78661175415684
20,10,98.18683698073689
4,12,81.77924396382305
11,17,3.4117126174047643
4,5,11.283502250741833
11,4,2.4671545092549287
2,13,32.7067539394305
3,7,78.71923732564039
15,1,98.99551853687773
11,14,82.24241973945855
12,10,3.4280847662364753
10,14,89.92360075387882
14,8,90.33676684260949
20,11,50.66641898621879
19,1,52.31885577484325
2,4,14.608249987991071
6,19,4.708719583457286
6,4,8.980439299069005
1,16,88.44335028214542
9,20,42.34833390115287
10,18,57.22876806516018
15,9,48.22077522575109
10,12,20.622150284440202
7,5,46.35594718934816
20,4,78.78673799002343
8,20,19.31928410490887
16,2,78.80446823217683
19,9,69.43016933775746
14,13,97.11001482780388
20,11,84.8594392718507
15,13,58.21392948902074
10,18,54.910653246192894
13,6,45.017104994169834
9,12,94.63839574058898
7,14,64.28175480048705
3,4,87.34791291897987
11,13,2.892810931163124
15,16,71.26412474010188
4,18,92.67108998691832
2,16,70.54229565076675
13,8,7.3432357797279115
12,10,72.71058532505074
13,10,5.469451281125633
9,11,62.12683406591118
7,2,89.17558641638007
18,4,12.377899870418
7,10,9.188649139009673
9,19,2.6316225204397385
13,19,72.79562233664637
7,4,77.47584504560757
2,10,15.454788083504338
16,14,8.560332942436467
7,10,9.845052088586822
2,17,70.66000712569027
18,4,16.99042420061649
7,4,94.87318911482065
12,19,19.2918772458527
14,13,10.91060712932094
5,3,48.57922741610102
8,12,8.61507389359518
4,18,76.66771357615772
1,16,20.207398131846777
6,1,42.20641603013303
10,5,73.05032379203936
19,5,30.37086899675283
14,1,24.731955761748676
8,14,38.87287252861002
7,8,58.71934561734353
3,1,68.45616279132746
16,9,35.728096018222246
4,13,79.78203342049177
9,6,71.67950202823
9,7,58.42055849110172
10,2,65.35932564164159
8,13,43.62260233065403
4,7,77.7922999460175
7,9,86.99234620913317
8,4,92.46663927727182
3,8,37.55019550350191
14,18,57.31741193121732
20,14,18.63011022884182
20,11,81.48052012460275
10,15,73.56102087060475
11,1,19.57806674724861
3,7,43.93521960930334
11,20,78.1782198100437
3,2,84.46723726585353
19,11,30.55135284218419
18,19,46.818112759175555
16,15,91.18186645935629
3,14,94.49069036415344
17,1,94.30199226482245
19,9,27.683835974822145
13,14,28.590763270522565
6,13,78.86312002728731
14,9,66.08676586105756
16,12,8.568173349870007
17,7,99.53679854247211
18,19,45.87041251494234
3,2,36.86768114039131
17,6,68.60260066064204
2,5,81.14120774405575
15,2,72.35786828345157
15,3,49.45022891302587
17,15,67.55862007303243
2,14,8.656078570290301
20,7,57.374058448493905
5,11,74.3477124216807
5,9,59.817041324121945
1,19,75.37590919505638
13,10,75.67208944417081
17,12,17.159487356861835
13,11,39.60420713027444
15,5,86.16829954245965
7,12,65.92119307320698
4,8,21.432436931863542
15,17,73.62727216465852
3,8,3.677239885422191
7,5,66.21577000430645
15,3,28.71227248819821
11,16,79.14192784304483
6,17,48.62303123852106
11,2,80.33007198648073
15,5,70.4296984676927
6,4,96.66605321001825
6,10,88.39371781280848
20,9,83.67379774262612
4,1,30.847438784722627
11,8,13.044361541244012
7,3,81.62206251509181
1,2,63.3089704034206
20,12,93.37900774299382
1,2,85.65334287341427
5,7,20.368816504607622
10,18,24.98111510178972
6,12,98.36006204497492
9,10,55.822013695174114
3,11,12.136477517927913
5,10,63.184260411543015
19,20,38.646099646059255
19,10,56.12011025471717
16,8,33.43186195190741
3,2,97.99402558934503
6,8,26.545547700857426
12,8,67.66458316124414
10,19,28.425468204965014
11,6,83.27264953968864
1,20,27.828982902490655
17,15,73.4666742899397
10,11,6.361658434739808
15,16,29.943130049847987
2,14,42.88313628987929
8,16,29.508311070757568
9,13,44.80552434253401
10,5,98.4737794614562
4,8,58.330242113671915
20,11,24.808200306682206
6,11,36.82276745799453
14,11,38.90700275019765
2,7,20.049058618786923
12,6,53.90368617572954
9,1,68.41579534232767
12,7,66.33720389926624
13,12,25.78343822114105
7,12,16.83202718920383
1,18,88.96245281231644
2,10,53.437754437362045
17,14,19.195357566179588
16,7,44.00399294676061
13,5,75.48695667214527
19,20,96.77173826980525
13,12,61.20968033391338
7,6,79.6854915003518
18,4,86.21265109088984
6,15,45.15002406684027
16,14,60.03988113943042
11,5,17.155201267580228
20,7,15.231970546050547
18,2,20.37471244077279
14,5,55.983856679621525
15,20,18.641429337067724
7,11,23.13235412877528
3,2,66.4871099793577
7,3,88.53677874143182
15,19,31.913016797108586
4,12,30.563635332075027
4,12,44.17699890260665
1,17,6.858592253409083
18,12,29.467918805808427
1,17,33.5465670077227
8,16,38.797617079676776
17,1,49.44554065631709
2,14,56.69408170980851
9,4,62.016344281659435
8,19,59.03995077858337
17,15,78.03374958985047
11,20,37.39767506913008
4,16,22.09215669764593
17,12,70.95806157888872
18,19,11.939128729310333
8,14,65.30876673557707
14,15,76.83460881162735
8,10,24.959553580774838
4,1,4.706301430704009
7,1,51.95377785017588
19,2,81.37648317316473
15,18,28.967876268508647
11,16,66.95730131948818
