20
Node1,Node2,Weight
20,5,5.42010766506636
11,15,47.67683787383211
8,20,49.244108159155225
20,18,36.2962120341768
15,7,28.467775649733955
18,1,10.191450044807459
9,8,70.85885804049607
1,19,99.3861100910399
2,11,15.56998904663251
2,4,5.37504927625243
10,6,25.042728628617937
8,20,85.3901978869678
3,16,99.4586399590947
2,13,8.023872880901374
10,3,79.99547002465953
11,3,21.196351611439614
4,16,6.256142131667747
14,11,85.66743947603952
18,2,44.455081075272986
4,10,11.19131967031051
4,18,35.64248959286904
15,11,96.83030182989495
11,1,10.908687755577565
14,15,67.63472632624178
5,2,81.69556743669
9,11,58.622739740566075
14,3,96.31675597012084
6,11,21.80566281029097
18,9,75.00094512255743
8,9,11.162868574584744
5,13,19.01223373383834
17,7,70.21696500725011
3,16,93.14845776650898
10,20,15.068601452248304
7,20,39.072315225755716
12,5,60.47965882591691
6,4,44.02149421018111
7,19,4.064919338923591
7,13,81.48927750863109
18,6,49.159309379302556
11,10,86.33258197958334
6,5,49.238805148582465
15,20,28.125117805120333
10,8,80.34558332746104
9,19,50.56189346798725
16,17,99.9848669432284
5,17,57.83087189127102
16,4,79.60158975428065
16,11,23.80791763421547
12,5,29.477838704145444
14,9,6.294100456295694
17,13,55.90743273390877
7,4,81.91850733464166
16,7,85.66763969686649
8,17,89.70745819723211
16,18,70.94870132683084
10,11,41.46253720549561
1,7,31.477516921239804
17,10,10.382457359237462
6,13,63.48844697512723
11,2,11.283088986740625
19,7,82.46737634540978
11,7,78.48832877434597
9,15,74.35362681376816
7,8,58.37479222106312
16,9,41.00054167451138
13,6,4.337420274456454
8,19,36.84941691781411
1,2,61.45485720013018
17,12,78.37700949091398
12,6,16.15385578406695
17,20,75.08791701066673
8,14,19.28526767576986
14,10,54.07415756507579
9,13,97.46825100539702
9,13,16.646207486081423
16,3,94.10542175116716
18,20,31.61134729236728
19,18,39.033557700619106
15,3,23.721181155919012
14,9,61.04021251256952
13,15,93.72790343856389
19,16,43.79794964160242
11,3,64.23865629204596
11,15,16.708272233440944
1,13,70.3147796365264
12,4,82.64673450780977
6,7,23.46138754423121
6,8,60.24631765739086
19,1,52.238801798657114
11,16,87.86982654181409
2,14,26.87616378671995
1,20,75.55537181484466
1,17,11.972139014913543
18,17,65.03252760883395
1,3,85.18783087111677
8,4,5.412453853086802
2,7,38.360137132487196
18,10,80.80720224137784
2,1,78.75037579952985
1,9,48.72032057213018
2,14,29.38212106141871
1,7,31.423319393043336
13,1,35.38208036620213
5,18,50.16450171419372
15,20,7.499736183146844
17,15,18.303332606550935
6,17,85.12380983502075
20,8,86.87297517675782
11,3,4.430950901769855
19,20,69.27514856797596
5,20,89.80351376167141
10,7,29.454415974184965
14,8,15.527900215631302
5,10,4.81199972802613
9,20,25.135710769170014
5,13,79.99476269387421
19,16,89.0807309172353
16,1,85.62805347506597
7,6,99.67628065976936
9,18,37.389667986050036
5,9,96.84414493822366
15,11,51.71329817923411
10,4,32.88539235350958
18,8,53.72524095714986
8,15,75.86199469708089
11,7,7.104456988275799
14,18,14.81102427559369
2,12,32.730371659749906
1,5,6.454387299652805
16,12,29.715477931152776
18,4,68.22479633333988
9,17,27.175846177887983
19,14,90.15700882469417
8,13,68.38995293450517
8,13,17.56255320710572
3,12,81.13822988864227
18,16,69.24490451531867
1,20,19.680897308235405
11,19,5.926753120058566
7,18,85.61208243616359
8,4,90.27633174179985
11,10,89.56706867615769
2,11,28.570667074419827
12,5,89.50943838536138
12,8,48.61305979731284
12,11,33.50011775158829
6,8,61.71977097299687
17,9,36.07097007609688
17,19,40.68523090495114
6,5,5.23051406598721
4,15,17.79119789622242
6,4,67.47266322560134
2,10,26.853422934459033
15,17,33.7864970177167
1,8,2.754857189362546
14,1,4.276983660679113
20,2,91.17384739921408
13,3,48.136391464180704
14,8,7.655758725659299
16,12,28.90260359497299
4,16,46.94751054554677
6,12,72.457377907742
10,15,36.511495582838364
12,5,57.513542621991085
19,3,20.76896576213184
13,2,93.86408766021772
14,3,73.58582279325118
4,9,6.033220932308163
14,9,8.138320018343654
14,5,56.35522709037284
18,12,62.49194556682258
7,18,82.15523416435765
15,7,10.808104492869704
9,8,91.40311876860596
4,9,7.125055563580154
2,7,55.68235289439375
6,7,25.970143489883036
13,20,81.45650870145666
15,10,56.701370272300856
20,18,57.79336004046554
16,4,91.2961425458588
17,12,73.97847098667943
9,4,24.453308707120925
17,13,24.216542292530043
4,17,89.88292464092915
5,8,4.236451185732034
15,6,98.42615861421773
16,18,22.465189980916477
15,7,8.72594358244164
3,12,43.870077412970986
12,7,25.01858249445178
5,9,98.93808706449781
1,4,76.12393643400785
11,4,94.36592501124477
7,12,25.30844326725311
14,5,90.2116264372161
2,4,92.6017477193013
6,1,38.510977012866796
10,9,50.824090769665254
3,13,54.54260364089895
10,15,16.638165741509006
5,7,64.71470747434623
11,17,6.297242669897063
9,11,5.6441006226053005
17,18,87.32193940656862
13,7,47.70858315881242
9,6,32.113547608078505
13,14,67.30273907273856
18,19,92.40738743715289
11,5,56.33932414849886
3,18,46.51612756763476
12,4,1.6678643232137338
3,6,46.44016327637075
16,1,89.14932121418472
12,17,23.072090131469572
18,8,93.40148549748679
1,11,76.31097138056842
8,17,13.11348381928255
8,7,43.466068152435085
9,19,63.95352439632282
5,13,26.078916870554938
15,13,83.84989272134774
20,4,46.42969353035493
2,18,81.26494104037428
17,4,2.471626875907684
17,11,22.74921603509674
14,6,55.776569146036564
3,4,97.46273627262428
9,3,46.45937850174061
6,9,13.38061841562676
8,17,40.95479171353649
8,14,91.83863170495768
11,9,79.0290650000265
1,14,38.464367356278444
15,4,43.41918038144625
3,14,22.616572825300793
10,14,96.55732610393895
11,8,74.26325526777723
5,6,10.159165593809147
3,1,14.216305918250477
15,6,88.88453231855466
20,8,13.021188950221616
10,19,12.874955010491824
16,13,62.626066978247295
9,1,2.0586239600027136
9,6,67.96895913215964
15,4,13.808978003491625
13,3,32.19091516028577
16,11,15.518615869361224
2,15,85.57630403239648
13,18,97.28389869976291
13,17,53.60905023519812
13,7,94.764650165129
18,10,13.772129062540047
15,3,68.74109015187051
4,9,13.434041015231927
2,10,59.71928819172768
18,2,10.473373612462138
16,11,28.98573630337352
2,7,42.75216393592734
4,14,21.416511864346543
11,16,55.18854372323554
12,16,20.14815560388395
11,5,8.22212123122632
9,19,18.68856000315025
17,11,83.83394246736044
20,13,47.76980252831501
9,10,97.09755484190124
3,9,17.758231868752556
16,4,28.33306928461031
14,12,41.09433369611522
3,12,90.31377566651963
16,17,98.83766142245605
10,1,5.959098851544767
11,7,5.270070937653764
12,10,47.273012892333966
17,8,43.87154786994569
19,7,26.74452787256876
7,19,27.126811511101813
15,7,80.80110025786574
13,6,75.65574613726494
13,5,73.59270577223944
12,13,79.64378106599806
2,16,70.73822646081912
18,9,80.1032485122109
14,17,7.847057738661944
20,9,32.1412382038325
5,10,6.245867587640606
20,6,95.80972465158767
2,15,20.24078354436211
14,2,18.689636567951315
13,18,52.985675975963105
19,12,10.679540866145
18,11,38.13788275348231
16,6,26.100374390700438
18,4,30.377435893506945
1,2,17.182328982964027
7,2,98.80274478489378
11,2,72.64741396551639
