20
Node1,Node2,Weight
11,14,40.67157407814826
17,14,44.54557349666369
15,9,57.55494225226871
15,6,66.46721152579936
19,18,72.34826630696278
11,12,82.32969237460694
20,7,18.071658655641077
3,6,42.54670877632883
15,17,20.65249857607678
14,6,16.84006017908127
2,19,45.46412922225627
6,19,74.72957303139079
18,13,31.848593275692586
3,7,80.42963986477177
15,18,2.6560461394869987
1,18,1.4524509769461165
5,13,20.579013603208626
1,8,49.03089869420539
19,3,16.28781047742114
18,11,30.679252968683816
12,19,27.817582327633676
17,5,1.4025424337744612
14,19,21.0423024323728
6,3,77.0509019068297
3,19,55.821908814440036
17,15,72.22928094350713
8,1,86.10609403379013
3,19,1.8081588675858942
2,12,8.017665639563278
5,11,69.79355687789534
14,18,79.74441338254395
6,5,17.24242170844418
4,10,11.408359427298056
6,16,55.10690775802278
19,18,45.91413581118424
4,15,95.79689164610868
16,4,62.2872606107903
4,6,90.93147107979472
12,8,45.52378109034846
1,19,45.71280785460208
13,17,57.15546739503887
1,13,6.5859802357212445
10,19,3.1822638769742855
1,6,49.13585047975708
2,17,49.77025017474001
10,1,48.72601720505008
16,11,81.76807969164031
19,11,32.31567853328781
3,17,74.68635039872999
20,9,49.820917980947414
13,1,81.1390721166398
7,14,17.120926140172312
7,18,19.42404836106689
1,9,35.377918629211536
9,11,21.785731673284594
2,10,96.80692471410019
10,19,90.27436961886
6,17,18.253679043478655
3,1,74.40127218096339
13,7,37.53704947485725
20,7,71.08472856634921
16,20,78.83956035678845
17,14,56.68012667230319
20,6,36.097047061927476
6,11,3.91047956877493
13,20,19.7770637599099
11,16,66.9777620374702
14,12,39.64828363649209
18,16,4.801174492235889
11,13,47.41451152721832
14,19,50.465055578743694
13,8,63.77876458390234
4,17,83.18106349905136
2,7,85.28436533346643
20,16,35.83769584623063
3,8,58.57115077514592
8,6,27.53628203536853
8,13,93.20094018011544
14,12,72.29061793144683
20,6,85.91449566359405
8,5,14.567117735209965
11,14,78.26079023305515
10,14,15.14696236032826
8,16,68.37647612815077
17,6,80.31151620865967
20,3,89.8134187748171
14,15,70.48974116065796
6,11,26.17219661755676
16,14,37.81573594212574
10,2,56.03222545176603
1,10,17.545230434427655
4,14,92.75213241281902
17,13,34.89878448662697
3,1,55.638081477062116
6,18,78.79727966913644
17,20,71.37819184907319
14,16,78.6580960955141
3,16,27.476537730921365
2,5,32.983904026193144
16,10,73.06070589021938
19,4,26.843674841681363
2,12,35.27634581281589
17,5,87.52158035453061
14,15,44.848476192064815
18,13,44.52597894877176
12,4,59.95577307323456
19,2,85.79042487528312
18,16,31.98624032851
7,13,48.66342060713895
2,16,76.36004539539097
3,19,37.75982971983226
9,10,87.88661802333094
12,10,89.9465681027758
18,1,72.52490851470881
15,20,39.36882698347095
15,3,47.0207643750075
6,4,63.13034151659719
14,13,20.55522930045172
14,15,79.94224267969913
3,10,86.49366471595859
1,16,79.36574417655775
6,12,44.80405057787939
8,20,47.388107968380616
3,5,82.36998087899153
2,5,14.168555383119976
1,14,67.35591060336968
17,13,11.30433525954932
4,2,39.76273182583772
3,1,28.334035511988752
5,7,92.60802419589952
10,1,4.57643855708239
13,17,2.612121541179672
9,2,56.79071868491148
4,17,79.80705333300307
19,4,37.48905638827851
8,4,45.89338486203559
14,12,90.50690435104285
4,7,83.53278346177102
18,6,24.94919109486701
5,15,16.16067437493914
13,2,87.73948166093315
6,17,96.05761353637894
5,14,96.8209338957681
14,1,21.482573815658963
10,5,62.27593539318355
7,8,23.334233964338395
10,1,28.004184731132842
6,10,50.244812573081255
3,9,38.884816780213015
13,2,33.89393852505211
11,16,76.95433708393071
13,5,77.39971766258769
8,16,49.34822315658335
11,15,95.253917029844
5,3,25.710212820788932
10,12,58.58826509325756
11,8,86.38556074819597
15,13,17.65668453957843
18,11,44.85793462463598
13,3,52.01568882906469
