20
Node1,Node2,Weight
11,20,80.24214945790074
8,7,38.43531644023251
14,17,15.977196249493083
15,7,25.97776266220488
7,3,97.48225582058949
13,7,47.76350933359566
19,7,53.41034491263916
13,10,77.59889368966924
9,18,48.78772251314624
10,15,9.972155076567265
18,11,42.41132796378245
10,11,74.08971491696988
11,18,8.421431994208435
10,5,31.671868128866603
16,11,54.856796768969
4,14,86.4751203581127
12,7,34.016794605508956
5,2,99.17554076402537
16,6,74.93627610672165
8,19,84.26375804707894
5,6,50.800191891364996
2,6,89.10381680643546
6,1,62.79455961352531
12,6,8.237523816534772
16,11,64.0494487137698
4,19,9.061239066494638
14,17,2.843524363536715
15,6,70.98187514547871
5,1,2.980468045506031
12,4,77.30523731330948
7,8,7.785145797130524
5,16,11.14554293805973
8,17,65.68245647717558
1,11,73.14966327590066
4,20,5.276436066179483
12,7,30.682117851167146
14,20,78.44474882622367
3,20,94.10633672945642
2,20,57.72010919536538
2,11,23.12213568580034
3,2,51.93318253652316
18,7,38.494181228822754
8,5,71.75494742225119
20,1,37.08772646043424
5,4,61.630855763389214
8,6,42.92645245950168
9,6,62.87203336512938
13,7,32.76943139006923
8,4,51.395971692119545
1,16,39.46174883508147
1,16,4.063239285622241
6,20,21.73996948315115
13,1,68.45399145999582
8,19,28.385487818504767
11,16,14.2167939814671
8,18,96.38161557733518
6,9,34.414138603079415
6,16,39.41722773074548
8,18,80.73659020925201
12,5,72.63275899952636
8,12,84.20228043705461
6,1,16.086576376743903
4,20,6.022732356370225
13,4,38.022607879405115
16,10,14.566294768733547
5,20,20.699823516068257
10,16,80.84691643127249
14,15,92.57695947969387
2,9,91.99546441977029
13,18,71.50304329315728
6,7,95.86311258119972
8,9,10.61258396535265
10,9,43.55612865309182
7,9,32.23939015678336
7,9,59.439277078960124
2,18,67.17779598356647
8,14,42.45297965127921
16,4,11.44739682294497
12,8,38.70528688097085
5,15,11.511546397508495
2,17,48.075961461492255
10,2,8.914866349365205
9,12,37.91536283575348
17,5,65.38239810796695
12,5,17.075486064318795
3,2,59.94427157093658
8,17,93.10478634337697
12,4,42.29016189213448
4,18,66.50627650987751
11,10,1.5360718699417513
15,9,13.843583185798472
7,9,99.87660788594881
5,19,62.32577770471196
11,19,45.28062540990842
18,7,5.86344908173521
20,1,83.3630694938945
15,6,88.00222821572454
11,2,60.669224832497555
4,9,16.432022835713916
3,11,47.02001006243063
