NodeID,X,Y
1,902.5263727873485,35.619633928405506
2,202.71242841635151,847.3444354671605
3,267.9724815930213,801.1735336125635
4,106.27584457413808,894.6963826907014
5,815.760952664499,58.31304208577271
6,707.3910510172319,524.850416193277
7,59.030805360530294,898.3968616682134
8,596.3947025174278,47.59021315892109
9,899.8793928453879,156.44740665111178
10,633.4347436942463,251.5458876544958
11,590.4858417582836,167.711157212176
12,402.5999179054325,876.8123464159382
13,228.45147365877915,894.9447173699331
14,758.3826370481827,843.0532996026562
15,121.86240915817015,881.241424081633
16,742.0210062637116,482.230370569377
17,66.13794139729534,303.1197113099151
18,986.9664170919225,499.2688392625726
19,964.1140684284084,567.6722078012799
20,904.6640688293509,324.98161892862686
21,869.2723394508372,202.385889609078
22,959.7106525603583,334.3707555493718
23,236.31121329887617,887.67826030716
24,919.3521874359578,724.5962586515591
25,209.49571524864362,809.312125893764
26,60.30841100375106,164.6716068226247
27,512.1682394211704,442.08391163626294
28,141.19692028374286,418.8567844179575
29,562.36623003276,131.39460003388436
30,55.86275209856084,857.433695455821
31,330.7853121912957,431.90733981693984
32,515.9672218498796,356.7226459500085
33,19.743753595954814,98.81876209946616
34,670.7984622938546,286.6929553461074
35,833.7688722283742,786.2330218150912
36,392.32081263812967,317.6081368734247
37,937.2649154777373,285.9583797531642
38,49.641560067257394,169.7784482624324
39,69.34954775697378,382.339754150102
40,17.86897492647277,677.7285630512664
41,155.98405009310733,904.3369885613942
42,286.9777982924856,147.00294258691204
43,435.850337950471,236.08056964299595
44,546.9576395658283,242.7594457218757
45,330.99149009483085,63.7835241897694
46,832.7402809402292,239.58216960676782
47,411.7072821438679,538.3197604633275
48,460.7665094478106,370.71381669016466
49,302.2117721523114,14.087591262137988
50,904.656792583941,476.70823537382
51,560.0937767263244,464.7783719079193
52,676.9761623908387,545.0371773812789
53,17.445322573770184,418.27025605687516
54,769.8616706988186,633.6938627766406
55,984.5144382013473,396.28167633480103
56,686.4159267611395,8.979492681471468
57,659.6746224063821,569.0104398371317
58,959.8204730868102,906.8489896152035
59,931.2710959456371,128.36725215855537
60,2.83397160824439,275.0640880044875
61,374.8257631527572,75.6909718797214
62,684.4052564614178,957.7368019057101
63,630.207606857105,315.3348994259557
64,326.8065952057929,622.3635400364847
65,21.078122347400807,309.86275620463897
66,821.2749431871889,579.3200430831052
67,235.80457531532673,571.7077940970836
68,395.337092286534,215.56940053168017
69,761.4923705119126,425.61101265252853
70,328.9168115571436,25.234335196284707
71,880.1484376333265,77.95353031512764
72,271.51103120508526,690.2258897575219
73,365.41110788268185,558.5966094618994
74,87.53567552011343,525.8268989926953
75,358.86616549124517,894.3610524656177
