NodeID,X,Y
1,453.72228479667444,152.22842079235443
2,300.4677581536461,418.52666444177555
3,803.6961850185879,217.83989298994555
4,817.7631202826678,882.6980304684182
5,603.5574291129399,879.2558461168028
6,788.0839735663938,719.4646535395304
7,927.8833776145906,845.3599925011769
8,190.140825063853,24.34043922461182
9,952.1359551589322,261.4238159467029
10,725.7580635328396,253.77217630249638
11,433.841611779512,953.0973144828495
12,148.08183304949983,376.9100539355099
13,640.4870496373836,446.99000638100404
14,426.80250225893525,907.2786186139334
15,756.2179408524486,237.93482393277975
16,84.5213177413059,282.1875322008849
17,497.578122555687,715.0505505503943
18,768.4258328656061,524.7697727416316
19,153.02394459441848,762.7847905799515
20,454.9271887167854,677.9519969848457
21,616.7646385047299,71.36637123106992
22,214.14594506817252,232.95431728502436
23,929.58801248583,692.2947957387503
24,772.6819120680148,11.432983594642065
25,652.5234366745083,885.8380508690794
26,604.7289479718567,928.935731896527
27,131.40223737296208,536.6129504198869
28,185.23403400934902,98.82109345599011
29,176.41931024144074,410.5855674549596
30,583.142954729846,902.8230158644618
31,346.56605985638146,640.7461133352568
32,169.22966980808997,979.4747085330737
33,774.5389281974508,943.0901152261292
34,407.1545351218865,906.1223830262495
35,132.40136928083578,441.6921257653026
36,179.78901460935336,342.6279210265736
37,126.94457889879274,395.6883854303973
38,916.5606419886525,647.2945445823156
39,464.26559576481776,839.0395253231733
40,371.4023898172592,810.2849347552209
41,891.9814430056459,625.5853932362154
42,657.740373722028,545.1395424605319
43,863.00894043243,926.5097600080535
44,9.798310575236279,263.1925413129427
45,842.9201755340035,665.7498160593309
46,806.9841041174772,545.576948227743
47,135.3323150369744,22.52036057145257
48,144.20702714882862,433.1124707552887
49,759.172868618586,907.1015186889157
50,355.8735464558095,819.5192027021129
51,286.6016395158776,610.7981645791788
52,171.42943628725226,27.136326524615505
53,872.9826925927132,593.2552547366031
54,466.3251953073978,638.3228781297458
55,139.5072714562875,620.123942589344
56,55.20758955029137,305.1534811050405
57,314.4295803152951,656.164747483331
58,593.7096077574417,177.37096752024183
59,208.46821562724426,202.93486130774696
60,192.46353262028182,684.6440407750264
61,133.057812906885,316.2286857252465
62,250.31674622899425,262.96608248341016
63,833.3458483289951,943.1286876153703
64,451.33433866978845,84.92658910543483
65,163.6402875892522,895.4901996507781
66,221.86830608741383,874.8285033044691
67,28.38934122278347,703.7433266750688
68,925.7759253998224,919.0540364086361
69,930.9671292537322,566.9652919165337
70,241.54485656924862,845.8501723028393
71,762.9375111850825,729.1290274656885
72,456.0905219807836,142.50981297695265
73,869.2605582150821,7.397026382749194
74,101.32531499514019,8.106019836451095
75,193.74385548636218,157.30083596764433
76,774.4278248336052,132.02493889698565
77,898.8164684076492,788.30086467005
78,687.2118506730499,392.0121685470012
79,758.0787964630715,172.37418060290898
80,234.63065063863564,999.3047588451445
81,421.78763200953597,566.1515236652733
82,887.5944158670528,357.18112601879346
83,227.3352034285142,790.7071028266179
84,431.2113025964752,928.6359829780049
85,502.3692081717202,930.7733108872967
86,955.1881049537843,396.45797454973155
87,169.12418498841785,708.0495455396461
88,396.45251703959315,996.8437471289325
89,78.0521011448032,882.4917635574753
90,405.10959516532694,501.3597091007179
91,728.6546744672075,338.929152775151
92,887.3030212748358,447.0102681959345
93,202.816355387748,240.9336297735709
94,780.0161559039072,575.4353682574683
95,864.2666450650346,906.0530654185494
96,233.8145642687669,702.0844448479211
97,433.4528003657815,324.9267145349267
98,487.19996437104976,808.1158847772247
99,381.7553262311215,984.2639894764243
100,316.5334423810702,104.44060785286646
101,551.4844545649704,398.4822780103574
102,149.37507191554388,835.6637804429313
103,897.1492276597229,77.33021525294026
104,679.3558344686943,650.7597183792434
105,329.655908500322,257.5137331638192
106,965.7090320614442,732.3073623462772
107,868.5096717596377,987.6469950448258
108,346.57999562586497,718.3823766577831
109,927.7158218003949,177.57251048524924
110,380.88538981943196,261.9940283573395
111,588.2852323729189,264.76194999330124
112,875.1975646586147,929.0141619251856
113,59.965843648885134,667.8684236321719
114,752.0249380556181,686.223597664657
115,911.6753780724541,748.2134634504907
116,970.1856045382643,777.0211174384551
117,10.180874108267957,752.7319953593146
118,999.5444237661794,968.0284623127818
119,781.8912819814961,282.9315573993796
120,649.6028363174185,315.89801481332825
121,724.8247921183809,597.0639782950656
122,791.961497131717,601.021639698406
123,661.4145231544406,662.375516965313
124,690.1913605728959,666.9217847876314
125,787.036809402118,280.4371867192033
126,474.5624808031733,814.2764085646309
127,396.1710316895145,426.70999990017623
128,476.69470646511013,888.2739633199949
129,991.6304433964716,726.7879024326317
130,264.636229069371,515.9411327665707
131,889.977400425139,49.065269627102005
132,768.5524105455295,451.10431977196384
133,215.64019650925403,863.2192749415859
134,347.91993454154067,685.1803487536542
135,148.46432147258471,478.9512948145642
136,326.1262961062179,864.0704149100118
137,42.99891854043458,268.53685643749503
138,398.0971746140598,601.426297486704
139,385.16134188180695,503.362325248218
140,467.0400377756988,27.671534569782107
141,983.8393844206747,248.4733211200535
142,120.9421029640363,77.1071720917067
143,597.8783715305107,114.42932210277456
144,480.56319010779856,868.8858523798517
145,394.00978879683447,753.3808523302009
146,820.1883689990299,713.7748967363627
147,50.72178539460992,230.89086696941308
148,558.7408849184998,561.636619258383
149,598.5467068040075,291.5458793684137
150,246.1240147369721,320.8504599189623
151,831.3019760443286,671.9319634957549
152,776.8794280340198,414.12662108826436
153,663.3402691295292,443.0142788521442
154,774.7991574062761,740.1849287066
155,965.8916264792447,659.9971923170315
156,185.89133207637965,408.7388337248391
157,397.9024761422835,903.050144792393
158,314.29737754095356,272.2739394311554
159,463.6297157649212,567.8000092777828
160,325.3855238667227,166.78751993740659
161,552.4601296331376,710.5385528090461
162,821.7173616844109,726.2778965913404
163,580.6309536184651,566.4317835645969
164,4.012215950439213,915.3197193648513
165,451.01237276450433,674.2681825786123
166,611.9517604255133,357.326351990458
167,70.9824157856499,594.7787305841755
168,546.7512573102895,301.17896313087647
169,628.7319623318889,398.56410014491763
170,14.007709039472793,22.474706363617926
171,513.0988572894206,738.3310164455498
172,14.288514586614841,617.4755860671396
173,455.44633309064375,54.5349090887941
174,332.36649396427975,423.8168770462495
175,649.4123159225704,798.357921453608
176,80.56543784892523,361.7456714738383
177,228.28376966204044,763.0183808029507
178,58.961844015368634,145.29209058739033
179,719.8995141998818,590.7787218181172
180,803.3938886045786,727.6582302266809
181,606.9876802111636,640.5276847902558
182,728.0615369427619,520.793532627396
183,255.12208739982566,156.95738128526693
184,346.2273832764572,329.11407942148116
185,491.8695264102334,980.2435709187586
186,402.6386502044322,392.1225832265941
187,504.00259462035024,619.2591920282795
188,12.927449700693149,438.8341992751971
189,953.0465639470359,555.2001287265981
190,999.4289840504902,656.797109917078
191,677.8366507503043,924.3227051103621
192,824.6072811090039,796.650743262
193,835.918934598769,765.353438267007
194,716.8718594926424,488.5014495531988
195,76.7981248666032,90.86336952237495
196,17.409182398891886,782.5078999760166
197,738.6851680916418,749.6632257504277
198,42.570740282705685,776.853165496521
199,647.6706094613071,165.84345141069457
200,187.28390876730262,675.942729139923
